"No.","Time","Source","Destination","Protocol","Length","Info"
"14606","12:51:41.421279","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2017 Ack=42992 Win=66048 Len=0"
"14607","12:51:41.421340","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2017 Ack=48628 Win=66048 Len=0"
"14608","12:51:41.421596","192.168.43.9","172.217.168.234","UDP","70","60412  >  443 Len=28"
"14609","12:51:41.421694","192.168.43.9","172.217.168.234","UDP","70","60412  >  443 Len=28"
"14610","12:51:41.425449","192.168.43.1","192.168.43.9","DNS","114","Standard query response 0x77f1 A login.wikimedia.org CNAME dyna.wikimedia.org A 91.198.174.192"
"14611","12:51:41.425449","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=48628 Ack=1819 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14612","12:51:41.425450","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=50037 Ack=1819 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14613","12:51:41.425450","192.168.43.1","192.168.43.9","DNS","113","Standard query response 0x5533 A meta.wikimedia.org CNAME dyna.wikimedia.org A 91.198.174.192"
"14614","12:51:41.425516","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2017 Ack=51446 Win=66048 Len=0"
"14615","12:51:41.428298","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=51446 Ack=1819 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14616","12:51:41.428300","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14617","12:51:41.428302","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=54264 Ack=1819 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14618","12:51:41.428303","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14619","12:51:41.428304","91.198.174.192","192.168.43.9","TCP","54","443  >  50604 [ACK] Seq=57082 Ack=2017 Win=32768 Len=0"
"14620","12:51:41.428386","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2017 Ack=57082 Win=66048 Len=0"
"14621","12:51:41.438457","192.168.43.9","91.198.174.192","TLSv1.2","137","Application Data"
"14622","12:51:41.438650","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=57082 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14623","12:51:41.438651","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=58491 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14624","12:51:41.438651","172.217.17.36","192.168.43.9","UDP","63","443  >  55897 Len=21"
"14625","12:51:41.438699","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2100 Ack=59900 Win=66048 Len=0"
"14626","12:51:41.441468","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=59900 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14627","12:51:41.441471","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=61309 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14628","12:51:41.441471","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data [TCP segment of a reassembled PDU]"
"14629","12:51:41.441472","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data [TCP segment of a reassembled PDU]"
"14630","12:51:41.441473","172.217.17.36","192.168.43.9","UDP","84","443  >  55897 Len=42"
"14631","12:51:41.441473","172.217.17.36","192.168.43.9","UDP","59","443  >  55897 Len=17"
"14632","12:51:41.441538","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2100 Ack=65536 Win=66048 Len=0"
"14633","12:51:41.441747","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=65536 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14634","12:51:41.441748","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=66945 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14635","12:51:41.441749","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data [TCP segment of a reassembled PDU]"
"14636","12:51:41.441751","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14637","12:51:41.441751","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=71172 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14638","12:51:41.441752","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data"
"14639","12:51:41.441791","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2100 Ack=73990 Win=66048 Len=0"
"14640","12:51:41.444104","172.217.17.36","192.168.43.9","UDP","78","443  >  55897 Len=36"
"14641","12:51:41.444105","172.217.17.36","192.168.43.9","UDP","59","443  >  55897 Len=17"
"14642","12:51:41.444106","172.217.17.36","192.168.43.9","UDP","78","443  >  55897 Len=36"
"14643","12:51:41.444106","172.217.17.36","192.168.43.9","UDP","59","443  >  55897 Len=17"
"14644","12:51:41.444107","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=73990 Ack=2017 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14645","12:51:41.444108","91.198.174.192","192.168.43.9","TLSv1.2","86","Application Data"
"14646","12:51:41.444108","172.217.17.36","192.168.43.9","UDP","78","443  >  55897 Len=36"
"14647","12:51:41.444109","172.217.17.36","192.168.43.9","UDP","78","443  >  55897 Len=36"
"14648","12:51:41.444110","172.217.17.36","192.168.43.9","UDP","59","443  >  55897 Len=17"
"14649","12:51:41.444110","172.217.17.36","192.168.43.9","UDP","59","443  >  55897 Len=17"
"14650","12:51:41.444237","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2100 Ack=75431 Win=66048 Len=0"
"14651","12:51:41.444608","192.168.43.9","172.217.17.36","UDP","71","55897  >  443 Len=29"
"14652","12:51:41.475329","192.168.43.9","91.198.174.192","TLSv1.2","154","Application Data"
"14653","12:51:41.488848","192.168.43.9","91.198.174.192","TLSv1.2","385","Application Data"
"14654","12:51:41.489098","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14655","12:51:41.489098","91.198.174.192","192.168.43.9","TLSv1.2","250","Application Data"
"14656","12:51:41.489099","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=75657 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14657","12:51:41.489102","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=77066 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14658","12:51:41.489103","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=78475 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14659","12:51:41.489186","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2531 Ack=79884 Win=66048 Len=0"
"14660","12:51:41.489291","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=79884 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14661","12:51:41.489313","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2531 Ack=81293 Win=66048 Len=0"
"14662","12:51:41.493627","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=81293 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14663","12:51:41.493628","91.198.174.192","192.168.43.9","TLSv1.2","481","Application Data"
"14664","12:51:41.493628","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=83129 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14665","12:51:41.493630","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=84538 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14666","12:51:41.493631","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=85947 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14667","12:51:41.493631","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=87356 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14668","12:51:41.493632","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=88765 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14669","12:51:41.493632","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=90174 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14670","12:51:41.493709","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2531 Ack=91583 Win=66048 Len=0"
"14671","12:51:41.496768","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=91583 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14672","12:51:41.496769","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=92992 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14673","12:51:41.496770","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=94401 Ack=2100 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14674","12:51:41.496773","91.198.174.192","192.168.43.9","TLSv1.2","568","Application Data"
"14675","12:51:41.496853","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2531 Ack=96324 Win=66048 Len=0"
"14676","12:51:41.513452","192.168.43.9","91.198.174.192","TLSv1.2","141","Application Data"
"14677","12:51:41.517062","192.168.43.9","91.198.174.192","TLSv1.2","149","Application Data"
"14678","12:51:41.517770","192.168.43.9","37.252.173.22","TCP","54","50453  >  80 [FIN, ACK] Seq=16000 Ack=18941 Win=64768 Len=0"
"14679","12:51:41.518604","192.168.43.9","192.168.43.1","DNS","80","Standard query 0xf8e2 A upload.wikimedia.org"
"14680","12:51:41.523837","192.168.43.9","91.198.174.192","TLSv1.2","141","Application Data"
"14681","12:51:41.526922","192.168.43.9","91.198.174.192","TLSv1.2","137","Application Data"
"14682","12:51:41.529660","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14683","12:51:41.529662","91.198.174.192","192.168.43.9","TLSv1.2","281","Application Data"
"14684","12:51:41.529662","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=96581 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14685","12:51:41.529663","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=97990 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14686","12:51:41.529664","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=99399 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14687","12:51:41.529667","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=100808 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14688","12:51:41.529804","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=102217 Win=66048 Len=0"
"14689","12:51:41.538802","192.168.43.9","216.58.208.110","UDP","164","62342  >  443 Len=122"
"14690","12:51:41.538808","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=102217 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14691","12:51:41.538809","91.198.174.192","192.168.43.9","TLSv1.2","378","Application Data"
"14692","12:51:41.538809","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=103950 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14693","12:51:41.538810","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=105359 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14694","12:51:41.538813","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=106768 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14695","12:51:41.538814","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=108177 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14696","12:51:41.538815","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=109586 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14697","12:51:41.538816","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=110995 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14698","12:51:41.538817","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=112404 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14699","12:51:41.538818","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=113813 Ack=2200 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14700","12:51:41.538923","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=115222 Win=66048 Len=0"
"14701","12:51:41.540131","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=115222 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14702","12:51:41.540132","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=116631 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14703","12:51:41.540133","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=118040 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14704","12:51:41.540135","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14705","12:51:41.540189","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=120858 Win=66048 Len=0"
"14706","12:51:41.541801","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=120858 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14707","12:51:41.541802","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=122267 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14708","12:51:41.541803","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=123676 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14709","12:51:41.541805","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=125085 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14710","12:51:41.541857","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=126494 Win=66048 Len=0"
"14711","12:51:41.545592","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=126494 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14712","12:51:41.545593","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=127903 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14713","12:51:41.545593","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=129312 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14714","12:51:41.545595","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=130721 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14715","12:51:41.545596","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=132130 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14716","12:51:41.545657","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=133539 Win=66048 Len=0"
"14717","12:51:41.563467","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=133539 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14718","12:51:41.563468","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=134948 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14719","12:51:41.563469","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14720","12:51:41.563471","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=137766 Ack=2531 Win=33792 Len=1409 [TCP segment of a reassembled PDU]"
"14721","12:51:41.563471","91.198.174.192","192.168.43.9","TLSv1.2","1463","Application Data, Application Data, Application Data"
"14722","12:51:41.563472","91.198.174.192","192.168.43.9","TLSv1.2","1346","Application Data"
"14723","12:51:41.563473","91.198.174.192","192.168.43.9","TCP","54","443  >  50604 [ACK] Seq=141876 Ack=2713 Win=33792 Len=0"
"14724","12:51:41.563473","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14725","12:51:41.563473","91.198.174.192","192.168.43.9","TLSv1.2","312","Application Data"
"14726","12:51:41.563473","37.252.173.22","192.168.43.9","TCP","54","80  >  50453 [ACK] Seq=18941 Ack=16001 Win=59904 Len=0"
"14727","12:51:41.563474","91.198.174.192","192.168.43.9","TLSv1.2","226","Application Data"
"14728","12:51:41.563474","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14729","12:51:41.563474","91.198.174.192","192.168.43.9","TLSv1.2","218","Application Data"
"14730","12:51:41.563474","91.198.174.192","192.168.43.9","TLSv1.2","356","Application Data"
"14731","12:51:41.563638","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=142832 Win=66048 Len=0"
"14732","12:51:41.565637","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14733","12:51:41.565638","192.168.43.1","192.168.43.9","DNS","96","Standard query response 0xf8e2 A upload.wikimedia.org A 91.198.174.208"
"14734","12:51:41.565638","91.198.174.192","192.168.43.9","TLSv1.2","220","Application Data"
"14735","12:51:41.565639","91.198.174.192","192.168.43.9","TLSv1.2","296","Application Data"
"14736","12:51:41.565709","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=142862 Win=66048 Len=0"
"14737","12:51:41.565829","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=143270 Win=65536 Len=0"
"14738","12:51:41.567716","192.168.43.9","91.198.174.208","TCP","66","50605  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14739","12:51:41.573729","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14740","12:51:41.574355","91.198.174.192","192.168.43.9","TLSv1.2","220","Application Data"
"14741","12:51:41.574356","91.198.174.192","192.168.43.9","TLSv1.2","271","Application Data"
"14742","12:51:41.574392","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=2883 Ack=143683 Win=65280 Len=0"
"14743","12:51:41.579411","216.58.208.110","192.168.43.9","UDP","394","443  >  62342 Len=352"
"14744","12:51:41.605503","192.168.43.9","216.58.208.110","UDP","70","62342  >  443 Len=28"
"14745","12:51:41.610203","216.58.208.110","192.168.43.9","UDP","62","443  >  62342 Len=20"
"14746","12:51:41.620451","91.198.174.208","192.168.43.9","TCP","66","443  >  50605 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1409 SACK_PERM=1 WS=512"
"14747","12:51:41.620534","192.168.43.9","91.198.174.208","TCP","54","50605  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"14748","12:51:41.620756","192.168.43.9","91.198.174.208","TLSv1.2","571","Client Hello"
"14749","12:51:41.670185","91.198.174.208","192.168.43.9","TCP","54","443  >  50605 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"14750","12:51:41.670185","91.198.174.208","192.168.43.9","TLSv1.2","1463","Server Hello"
"14751","12:51:41.670186","91.198.174.208","192.168.43.9","TCP","1463","443  >  50605 [ACK] Seq=1410 Ack=518 Win=30720 Len=1409 [TCP segment of a reassembled PDU]"
"14752","12:51:41.670188","91.198.174.208","192.168.43.9","TLSv1.2","1332","Certificate [TCP segment of a reassembled PDU]"
"14753","12:51:41.670188","91.198.174.208","192.168.43.9","TLSv1.2","862","Certificate Status, Server Key Exchange, Server Hello Done"
"14754","12:51:41.670264","192.168.43.9","91.198.174.208","TCP","54","50605  >  443 [ACK] Seq=518 Ack=4905 Win=66048 Len=0"
"14755","12:51:41.687585","192.168.43.9","91.198.174.208","TLSv1.2","139","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14756","12:51:41.687815","192.168.43.9","91.198.174.208","TLSv1.2","139","Application Data"
"14757","12:51:41.688102","192.168.43.9","91.198.174.208","TLSv1.2","505","Application Data"
"14758","12:51:41.737745","91.198.174.208","192.168.43.9","TCP","54","443  >  50605 [ACK] Seq=4905 Ack=1139 Win=31744 Len=0"
"14759","12:51:41.742530","91.198.174.208","192.168.43.9","TLSv1.2","97","Change Cipher Spec, Encrypted Handshake Message"
"14760","12:51:41.742531","91.198.174.208","192.168.43.9","TLSv1.2","84","Application Data"
"14761","12:51:41.742532","91.198.174.208","192.168.43.9","TLSv1.2","102","Application Data"
"14762","12:51:41.742532","91.198.174.208","192.168.43.9","TLSv1.2","88","Application Data"
"14763","12:51:41.742533","91.198.174.208","192.168.43.9","TLSv1.2","84","Application Data"
"14764","12:51:41.742533","91.198.174.208","192.168.43.9","TLSv1.2","601","Application Data"
"14765","12:51:41.742534","91.198.174.208","192.168.43.9","TLSv1.2","366","Application Data"
"14766","12:51:41.742623","192.168.43.9","91.198.174.208","TCP","54","50605  >  443 [ACK] Seq=1139 Ack=5949 Win=65024 Len=0"
"14767","12:51:41.743099","192.168.43.9","91.198.174.208","TLSv1.2","84","Application Data"
"14768","12:51:41.823160","91.198.174.208","192.168.43.9","TCP","54","443  >  50605 [ACK] Seq=5949 Ack=1169 Win=31744 Len=0"
"14769","12:51:41.950830","192.168.43.9","91.198.174.192","TLSv1.2","129","Application Data"
"14770","12:51:41.999299","192.168.43.9","91.198.174.192","TLSv1.2","229","Application Data"
"14771","12:51:42.000559","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14772","12:51:42.000560","91.198.174.192","192.168.43.9","TLSv1.2","291","Application Data"
"14773","12:51:42.000561","91.198.174.192","192.168.43.9","TLSv1.2","1135","Application Data"
"14774","12:51:42.000630","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=3133 Ack=145031 Win=66048 Len=0"
"14775","12:51:42.033778","192.168.43.9","91.198.174.192","TLSv1.2","204","Application Data"
"14776","12:51:42.048896","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14777","12:51:42.048897","91.198.174.192","192.168.43.9","TLSv1.2","327","Application Data"
"14778","12:51:42.048897","91.198.174.192","192.168.43.9","TLSv1.2","274","Application Data"
"14779","12:51:42.048952","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=3283 Ack=145554 Win=65536 Len=0"
"14780","12:51:42.058586","192.168.43.9","91.198.174.192","TLSv1.2","172","Application Data"
"14781","12:51:42.068514","192.168.43.9","91.198.174.192","TLSv1.2","164","Application Data"
"14782","12:51:42.096080","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14783","12:51:42.096081","91.198.174.192","192.168.43.9","TLSv1.2","321","Application Data"
"14784","12:51:42.096081","91.198.174.192","192.168.43.9","TCP","1463","443  >  50604 [ACK] Seq=145851 Ack=3283 Win=35840 Len=1409 [TCP segment of a reassembled PDU]"
"14785","12:51:42.096084","91.198.174.192","192.168.43.9","TLSv1.2","785","Application Data"
"14786","12:51:42.096159","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=3511 Ack=147991 Win=66048 Len=0"
"14787","12:51:42.100870","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14788","12:51:42.100871","91.198.174.192","192.168.43.9","TLSv1.2","274","Application Data"
"14789","12:51:42.100872","91.198.174.192","192.168.43.9","TLSv1.2","436","Application Data"
"14790","12:51:42.100952","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=3511 Ack=148623 Win=65536 Len=0"
"14791","12:51:42.112609","91.198.174.192","192.168.43.9","TLSv1.2","84","Application Data"
"14792","12:51:42.112610","91.198.174.192","192.168.43.9","TLSv1.2","244","Application Data"
"14793","12:51:42.112611","91.198.174.192","192.168.43.9","TLSv1.2","586","Application Data"
"14794","12:51:42.112734","192.168.43.9","91.198.174.192","TCP","54","50604  >  443 [ACK] Seq=3511 Ack=149375 Win=64768 Len=0"
"14795","12:51:42.120873","192.168.43.9","91.198.174.208","TLSv1.2","192","Application Data"
"14796","12:51:42.121215","192.168.43.9","91.198.174.208","TLSv1.2","142","Application Data"
"14797","12:51:42.170926","91.198.174.208","192.168.43.9","TCP","54","443  >  50605 [ACK] Seq=5949 Ack=1307 Win=32768 Len=0"
"14798","12:51:42.170927","91.198.174.208","192.168.43.9","TCP","54","443  >  50605 [ACK] Seq=5949 Ack=1395 Win=32768 Len=0"
"14799","12:51:42.170927","91.198.174.208","192.168.43.9","TLSv1.2","84","Application Data"
"14800","12:51:42.170928","91.198.174.208","192.168.43.9","TLSv1.2","310","Application Data"
"14801","12:51:42.170928","91.198.174.208","192.168.43.9","TLSv1.2","908","Application Data"
"14802","12:51:42.170929","91.198.174.208","192.168.43.9","TLSv1.2","84","Application Data"
"14803","12:51:42.170930","91.198.174.208","192.168.43.9","TLSv1.2","283","Application Data"
"14804","12:51:42.170932","91.198.174.208","192.168.43.9","TCP","1463","443  >  50605 [ACK] Seq=7348 Ack=1395 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14805","12:51:42.170933","91.198.174.208","192.168.43.9","TCP","1463","443  >  50605 [ACK] Seq=8757 Ack=1395 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14806","12:51:42.170934","91.198.174.208","192.168.43.9","TCP","1463","443  >  50605 [ACK] Seq=10166 Ack=1395 Win=32768 Len=1409 [TCP segment of a reassembled PDU]"
"14807","12:51:42.170934","91.198.174.208","192.168.43.9","TLSv1.2","398","Application Data"
"14808","12:51:42.171074","192.168.43.9","91.198.174.208","TCP","54","50605  >  443 [ACK] Seq=1395 Ack=11919 Win=66048 Len=0"
"14809","12:51:42.319225","85.114.159.93","192.168.43.9","TCP","54","80  >  50487 [FIN, ACK] Seq=392 Ack=549 Win=30336 Len=0"
"14810","12:51:42.319266","192.168.43.9","85.114.159.93","TCP","54","50487  >  80 [ACK] Seq=549 Ack=393 Win=65792 Len=0"
"14811","12:51:42.489168","37.252.173.22","192.168.43.9","TCP","54","80  >  50447 [FIN, ACK] Seq=26578 Ack=22826 Win=81408 Len=0"
"14812","12:51:42.489213","192.168.43.9","37.252.173.22","TCP","54","50447  >  80 [ACK] Seq=22826 Ack=26579 Win=64768 Len=0"
"14813","12:51:42.495300","85.114.159.93","192.168.43.9","TLSv1.2","85","Encrypted Alert"
"14814","12:51:42.495300","85.114.159.93","192.168.43.9","TCP","54","443  >  50490 [FIN, ACK] Seq=4021 Ack=1253 Win=31616 Len=0"
"14815","12:51:42.495352","192.168.43.9","85.114.159.93","TCP","54","50490  >  443 [ACK] Seq=1253 Ack=4022 Win=65280 Len=0"
